,ID,Predicted Price
0,1461,125000
1,1462,148000
2,1463,192000
3,1464,193000
4,1465,180000
5,1466,188000
6,1467,173000
7,1468,185000
8,1469,173000
9,1470,125000
10,1471,181000
11,1472,85400
12,1473,88000
13,1474,148500
14,1475,148500
15,1476,485000
16,1477,233170
17,1478,312500
18,1479,255500
19,1480,386250
20,1481,280000
21,1482,202500
22,1483,179900
23,1484,160200
24,1485,180000
25,1486,183500
26,1487,221000
27,1488,232000
28,1489,208300
29,1490,220000
30,1491,180000
31,1492,76000
32,1493,158900
33,1494,290000
34,1495,190000
35,1496,196000
36,1497,146000
37,1498,151000
38,1499,151000
39,1500,160000
40,1501,168500
41,1502,148800
42,1503,224000
43,1504,226000
44,1505,249700
45,1506,140000
46,1507,262280
47,1508,175000
48,1509,154000
49,1510,156000
50,1511,145000
51,1512,167000
52,1513,112000
53,1514,142600
54,1515,143000
55,1516,143000
56,1517,137500
57,1518,136905
58,1519,272000
59,1520,135000
60,1521,142000
61,1522,143000
62,1523,115000
63,1524,110000
64,1525,122000
65,1526,145000
66,1527,100000
67,1528,105000
68,1529,125000
69,1530,153000
70,1531,127000
71,1532,115000
72,1533,154000
73,1534,115000
74,1535,125500
75,1536,140000
76,1537,60000
77,1538,168000
78,1539,140000
79,1540,117500
80,1541,125500
81,1542,117000
82,1543,167500
83,1544,80000
84,1545,128000
85,1546,131000
86,1547,117000
87,1548,87000
88,1549,134900
89,1550,162900
90,1551,132000
91,1552,135000
92,1553,127000
93,1554,78000
94,1555,190000
95,1556,83000
96,1557,102000
97,1558,110000
98,1559,85000
99,1560,87000
100,1561,136500
101,1562,130000
102,1563,127000
103,1564,135960
104,1565,155000
105,1566,260000
106,1567,73000
107,1568,240000
108,1569,135000
109,1570,147000
110,1571,113000
111,1572,129000
112,1573,224000
113,1574,60000
114,1575,260000
115,1576,201000
116,1577,198900
117,1578,127000
118,1579,147000
119,1580,181000
120,1581,127000
121,1582,127000
122,1583,305900
123,1584,189000
124,1585,140000
125,1586,86000
126,1587,93500
127,1588,135000
128,1589,115000
129,1590,125000
130,1591,115000
131,1592,100000
132,1593,144000
133,1594,100000
134,1595,81000
135,1596,143000
136,1597,145000
137,1598,180000
138,1599,187500
139,1600,189000
140,1601,60000
141,1602,105000
142,1603,55993
143,1604,275000
144,1605,239500
145,1606,171500
146,1607,150900
147,1608,192000
148,1609,224000
149,1610,167500
150,1611,135000
151,1612,143000
152,1613,145000
153,1614,91000
154,1615,97000
155,1616,88000
156,1617,83500
157,1618,124500
158,1619,125000
159,1620,76500
160,1621,129500
161,1622,152000
162,1623,275000
163,1624,235000
164,1625,110000
165,1626,167000
166,1627,181000
167,1628,354000
168,1629,168500
169,1630,260000
170,1631,278000
171,1632,236500
172,1633,180000
173,1634,188000
174,1635,165600
175,1636,176000
176,1637,185000
177,1638,190000
178,1639,172500
179,1640,190000
180,1641,157000
181,1642,253000
182,1643,226000
183,1644,254900
184,1645,175000
185,1646,197500
186,1647,175000
187,1648,140000
188,1649,135000
189,1650,97000
190,1651,97000
191,1652,100000
192,1653,100000
193,1654,155000
194,1655,147000
195,1656,148500
196,1657,155000
197,1658,148500
198,1659,147000
199,1660,185000
200,1661,485000
201,1662,339750
202,1663,315000
203,1664,466500
204,1665,253293
205,1666,315000
206,1667,350000
207,1668,320000
208,1669,202500
209,1670,315000
210,1671,325000
211,1672,285000
212,1673,309000
213,1674,250000
214,1675,194700
215,1676,196000
216,1677,230000
217,1678,386250
218,1679,326000
219,1680,318061
220,1681,319900
221,1682,297000
222,1683,171750
223,1684,174000
224,1685,174000
225,1686,160200
226,1687,180000
227,1688,183500
228,1689,215000
229,1690,183200
230,1691,188500
231,1692,269500
232,1693,184100
233,1694,193000
234,1695,180000
235,1696,214000
236,1697,180000
237,1698,333168
238,1699,232000
239,1700,236000
240,1701,271000
241,1702,245350
242,1703,232000
243,1704,297000
244,1705,232000
245,1706,385000
246,1707,250580
247,1708,207500
248,1709,245350
249,1710,232600
250,1711,250000
251,1712,232600
252,1713,249700
253,1714,214000
254,1715,207500
255,1716,146000
256,1717,142500
257,1718,84500
258,1719,200000
259,1720,228000
260,1721,142500
261,1722,84500
262,1723,155000
263,1724,195400
264,1725,237000
265,1726,175900
266,1727,179200
267,1728,228000
268,1729,171000
269,1730,142953
270,1731,139000
271,1732,132500
272,1733,128500
273,1734,108000
274,1735,130000
275,1736,139000
276,1737,213250
277,1738,210000
278,1739,171900
279,1740,264132
280,1741,199900
281,1742,168500
282,1743,183900
283,1744,181500
284,1745,170000
285,1746,187000
286,1747,190000
287,1748,185000
288,1749,167900
289,1750,143000
290,1751,201800
291,1752,130000
292,1753,140000
293,1754,205000
294,1755,137500
295,1756,129000
296,1757,119000
297,1758,153000
298,1759,139000
299,1760,163000
300,1761,142000
301,1762,155000
302,1763,167000
303,1764,139000
304,1765,140000
305,1766,149500
306,1767,190000
307,1768,135000
308,1769,159000
309,1770,145500
310,1771,141000
311,1772,139400
312,1773,139000
313,1774,141000
314,1775,135000
315,1776,128900
316,1777,129900
317,1778,134500
318,1779,135000
319,1780,105000
320,1781,135000
321,1782,107900
322,1783,125500
323,1784,101000
324,1785,108000
325,1786,135000
326,1787,140000
327,1788,86000
328,1789,73000
329,1790,82500
330,1791,200000
331,1792,157900
332,1793,155000
333,1794,134500
334,1795,108000
335,1796,139000
336,1797,118500
337,1798,112500
338,1799,138000
339,1800,139000
340,1801,135000
341,1802,139000
342,1803,140000
343,1804,135000
344,1805,140000
345,1806,110000
346,1807,124500
347,1808,100000
348,1809,52000
349,1810,127500
350,1811,115000
351,1812,135000
352,1813,127000
353,1814,86000
354,1815,60000
355,1816,116000
356,1817,125500
357,1818,115000
358,1819,86000
359,1820,67000
360,1821,115000
361,1822,135000
362,1823,67000
363,1824,121000
364,1825,159000
365,1826,116000
366,1827,115000
367,1828,127500
368,1829,100000
369,1830,135000
370,1831,135000
371,1832,136000
372,1833,122000
373,1834,128000
374,1835,135900
375,1836,141500
376,1837,34900
377,1838,135000
378,1839,118000
379,1840,179000
380,1841,150000
381,1842,135000
382,1843,148000
383,1844,147000
384,1845,140000
385,1846,140000
386,1847,161500
387,1848,39300
388,1849,139600
389,1850,128900
390,1851,135000
391,1852,141000
392,1853,143000
393,1854,147000
394,1855,175000
395,1856,215000
396,1857,240000
397,1858,142953
398,1859,118964
399,1860,153337
400,1861,118964
401,1862,188000
402,1863,150000
403,1864,150000
404,1865,394432
405,1866,295493
406,1867,194000
407,1868,297000
408,1869,194500
409,1870,245350
410,1871,220000
411,1872,174000
412,1873,210000
413,1874,123600
414,1875,152000
415,1876,200500
416,1877,226000
417,1878,204000
418,1879,125500
419,1880,127000
420,1881,285000
421,1882,195000
422,1883,195000
423,1884,197900
424,1885,203000
425,1886,297000
426,1887,210000
427,1888,235000
428,1889,174000
429,1890,139000
430,1891,145000
431,1892,110000
432,1893,135000
433,1894,136500
434,1895,140000
435,1896,105000
436,1897,110000
437,1898,105000
438,1899,120000
439,1900,128000
440,1901,160000
441,1902,128900
442,1903,239000
443,1904,158500
444,1905,167000
445,1906,140000
446,1907,167000
447,1908,124000
448,1909,124000
449,1910,124000
450,1911,178000
451,1912,180000
452,1913,140000
453,1914,86000
454,1915,392500
455,1916,60000
456,1917,250000
457,1918,124900
458,1919,127500
459,1920,93500
460,1921,315500
461,1922,320000
462,1923,187500
463,1924,205000
464,1925,202900
465,1926,320000
466,1927,130000
467,1928,155000
468,1929,129500
469,1930,145000
470,1931,133000
471,1932,129500
472,1933,172000
473,1934,193000
474,1935,185000
475,1936,192000
476,1937,187500
477,1938,173000
478,1939,213500
479,1940,189000
480,1941,181000
481,1942,165600
482,1943,180000
483,1944,309000
484,1945,315000
485,1946,140000
486,1947,277500
487,1948,140000
488,1949,202500
489,1950,175000
490,1951,180000
491,1952,175000
492,1953,165000
493,1954,196500
494,1955,154000
495,1956,302000
496,1957,152000
497,1958,290000
498,1959,136000
499,1960,110000
500,1961,115000
501,1962,100000
502,1963,118000
503,1964,119500
504,1965,148500
505,1966,140000
506,1967,318000
507,1968,555000
508,1969,315000
509,1970,285000
510,1971,582933
511,1972,354000
512,1973,214000
513,1974,354000
514,1975,367294
515,1976,285000
516,1977,315000
517,1978,333168
518,1979,318061
519,1980,202500
520,1981,318061
521,1982,254000
522,1983,254000
523,1984,175500
524,1985,215000
525,1986,178740
526,1987,159895
527,1988,180000
528,1989,183500
529,1990,215000
530,1991,224000
531,1992,186500
532,1993,162000
533,1994,236000
534,1995,181000
535,1996,250000
536,1997,248000
537,1998,350000
538,1999,225000
539,2000,290000
540,2001,290000
541,2002,232000
542,2003,250000
543,2004,339750
544,2005,179900
545,2006,250580
546,2007,232000
547,2008,185000
548,2009,212000
549,2010,180000
550,2011,141000
551,2012,179900
552,2013,173000
553,2014,201000
554,2015,187000
555,2016,173000
556,2017,187000
557,2018,124000
558,2019,147000
559,2020,127000
560,2021,110000
561,2022,165000
562,2023,139000
563,2024,260000
564,2025,285000
565,2026,197000
566,2027,151000
567,2028,146000
568,2029,179400
569,2030,277500
570,2031,196000
571,2032,286000
572,2033,328900
573,2034,160000
574,2035,186500
575,2036,174000
576,2037,174000
577,2038,151000
578,2039,270000
579,2040,290000
580,2041,179200
581,2042,176000
582,2043,175000
583,2044,175500
584,2045,180000
585,2046,135000
586,2047,154000
587,2048,129000
588,2049,142600
589,2050,201800
590,2051,106500
591,2052,108000
592,2053,124500
593,2054,79500
594,2055,167000
595,2056,120000
596,2057,135000
597,2058,193500
598,2059,135000
599,2060,163000
600,2061,149500
601,2062,139000
602,2063,110000
603,2064,128500
604,2065,85000
605,2066,160000
606,2067,115000
607,2068,141000
608,2069,80500
609,2070,105000
610,2071,110000
611,2072,105000
612,2073,156000
613,2074,133000
614,2075,155000
615,2076,110000
616,2077,155000
617,2078,117500
618,2079,135000
619,2080,105500
620,2081,135000
621,2082,141000
622,2083,140000
623,2084,110000
624,2085,139000
625,2086,147000
626,2087,105000
627,2088,98000
628,2089,80000
629,2090,128000
630,2091,96500
631,2092,135000
632,2093,87000
633,2094,90350
634,2095,140000
635,2096,100000
636,2097,96500
637,2098,140000
638,2099,60000
639,2100,67000
640,2101,106000
641,2102,128000
642,2103,110000
643,2104,90000
644,2105,134900
645,2106,98000
646,2107,117500
647,2108,109500
648,2109,107900
649,2110,120000
650,2111,95000
651,2112,184000
652,2113,117000
653,2114,135000
654,2115,189950
655,2116,100000
656,2117,117000
657,2118,140000
658,2119,119000
659,2120,115000
660,2121,110000
661,2122,120000
662,2123,84900
663,2124,143000
664,2125,100000
665,2126,140000
666,2127,128000
667,2128,115000
668,2129,120500
669,2130,108000
670,2131,102000
671,2132,115000
672,2133,100000
673,2134,100000
674,2135,105900
675,2136,100000
676,2137,147000
677,2138,148000
678,2139,159950
679,2140,130000
680,2141,151000
681,2142,122000
682,2143,134900
683,2144,108959
684,2145,130000
685,2146,132500
686,2147,142000
687,2148,105000
688,2149,130000
689,2150,180000
690,2151,135000
691,2152,177000
692,2153,129000
693,2154,118500
694,2155,147000
695,2156,214000
696,2157,193500
697,2158,228000
698,2159,160000
699,2160,156932
700,2161,245350
701,2162,233230
702,2163,394617
703,2164,275000
704,2165,235000
705,2166,152000
706,2167,208900
707,2168,204750
708,2169,223500
709,2170,230000
710,2171,151000
711,2172,125000
712,2173,147000
713,2174,228500
714,2175,230000
715,2176,297000
716,2177,195000
717,2178,222500
718,2179,149000
719,2180,206300
720,2181,210000
721,2182,179900
722,2183,194000
723,2184,140000
724,2185,137500
725,2186,129000
726,2187,127500
727,2188,149500
728,2189,115000
729,2190,82000
730,2191,82000
731,2192,129000
732,2193,81000
733,2194,145000
734,2195,111000
735,2196,112000
736,2197,100000
737,2198,137450
738,2199,120000
739,2200,40000
740,2201,177000
741,2202,155000
742,2203,155000
743,2204,135000
744,2205,105000
745,2206,132000
746,2207,188700
747,2208,140000
748,2209,139600
749,2210,124000
750,2211,119000
751,2212,125500
752,2213,135000
753,2214,149900
754,2215,110000
755,2216,135000
756,2217,39300
757,2218,106250
758,2219,85000
759,2220,110000
760,2221,392500
761,2222,275000
762,2223,280000
763,2224,210000
764,2225,126000
765,2226,170000
766,2227,215000
767,2228,315500
768,2229,179665
769,2230,167500
770,2231,224500
771,2232,175000
772,2233,175000
773,2234,187500
774,2235,214000
775,2236,260000
776,2237,312500
777,2238,206300
778,2239,147000
779,2240,164000
780,2241,137500
781,2242,129900
782,2243,127000
783,2244,91000
784,2245,91000
785,2246,132500
786,2247,97000
787,2248,129500
788,2249,129500
789,2250,129500
790,2251,87000
791,2252,237500
792,2253,180000
793,2254,168500
794,2255,181000
795,2256,162000
796,2257,181000
797,2258,173000
798,2259,178000
799,2260,160000
800,2261,170000
801,2262,180000
802,2263,354000
803,2264,501837
804,2265,175000
805,2266,275000
